SongName,Era,Lyrics,LineNum
tis the damn season,evermore Act,And the road not taken looks real good now,23
tis the damn season,evermore Act,"Time flies, messy as the mud on your truck tires",24
tis the damn season,evermore Act,"Now I'm missing your smile, hear me out",25
tis the damn season,evermore Act,We could just ride around,26
tis the damn season,evermore Act,And the road not taken looks real good now,27
tis the damn season,evermore Act,And it always leads to you and my hometown,28
tis the damn season,evermore Act,Sleep in half the day just for old times' sake,29
tis the damn season,evermore Act,I won't ask you to wait if you don't ask me to stay,30
tis the damn season,evermore Act,So I'll go back to L.A. and the so-called friends,31
tis the damn season,evermore Act,Who'll write books about me if I ever make it,32
tis the damn season,evermore Act,And wonder about the only soul,33
tis the damn season,evermore Act,Who can tell which smiles I'm fakin',34
tis the damn season,evermore Act,And the heart I know I'm breakin' is my own,35
tis the damn season,evermore Act,To leave the warmest bed I've ever known,36
tis the damn season,evermore Act,We could call it even,37
tis the damn season,evermore Act,Even though I'm leaving,38
tis the damn season,evermore Act,And I'll be yours for the weekend,39
tis the damn season,evermore Act,​'Tis the damn season,40
tis the damn season,evermore Act,We could call it even,41
tis the damn season,evermore Act,You could call me babe for the weekend,42
tis the damn season,evermore Act,"​'Tis the damn season, write this down",43
tis the damn season,evermore Act,I'm stayin' at my parents' house,44
tis the damn season,evermore Act,And the road not taken looks real good now,45
tis the damn season,evermore Act,"Time flies, messy as the mud on your truck tires",46
tis the damn season,evermore Act,"Now I'm missing your smile, hear me out",47
tis the damn season,evermore Act,We could just ride around,48
tis the damn season,evermore Act,And the road not taken looks real good now,49
tis the damn season,evermore Act,And it always leads to you and my hometown,50
tis the damn season,evermore Act,It always leads to you and my hometown53Embed,51
willow,evermore Act,I'm like the water when your ship rolled in that night,0
willow,evermore Act,"Rough on the surface, but you cut through like a knife",1
willow,evermore Act,And if it was an open-shut case,2
willow,evermore Act,I never would've known from that look on your face,3
willow,evermore Act,Lost in your current like a priceless wine,4
willow,evermore Act,"The more that you say, the less I know",5
willow,evermore Act,"Wherever you stray, I follow",6
willow,evermore Act,I'm begging for you to take my hand,7
willow,evermore Act,"Wreck my plans, that's my man",8
willow,evermore Act,Life was a willow and it bent right to your wind,9
willow,evermore Act,"Head on the pillow, I could feel you sneakin' in",10
willow,evermore Act,As if you were a mythical thing,11
willow,evermore Act,Like you were a trophy or a champion ring,12
willow,evermore Act,And there was one prize I'd cheat to win,13
willow,evermore Act,"The more that you say, the less I know",14
willow,evermore Act,"Wherever you stray, I follow",15
willow,evermore Act,I'm begging for you to take my hand,16
willow,evermore Act,"Wreck my plans, that's my man",17
willow,evermore Act,You know that my train could take you home,18
willow,evermore Act,Anywhere else is hollow,19
willow,evermore Act,I'm begging for you to take my hand,20
willow,evermore Act,"Wreck my plans, that's my man",21
willow,evermore Act,Life was a willow and it bent right to your wind,22
willow,evermore Act,They count me out time and time again,23
willow,evermore Act,Life was a willow and it bent right to your wind,24
willow,evermore Act,But I come back stronger than a '90s trend,25
willow,evermore Act,"Wait for the signal, and I'll meet you after dark",26
willow,evermore Act,Show me the places where the others gave you scars,27
willow,evermore Act,Now this is an open-shut case,28
willow,evermore Act,I guess I should've known from the look on your face,29
willow,evermore Act,Every bait-and-switch was a work of art,30
willow,evermore Act,"The more that you say, the less I know",31
willow,evermore Act,"Wherever you stray, I follow",32
willow,evermore Act,I'm begging for you to take my hand,33
willow,evermore Act,"Wreck my plans, that's my man",34
willow,evermore Act,You know that my train could take you home,35
willow,evermore Act,Anywhere else is hollow,36
willow,evermore Act,I'm begging for you to take my hand,37
willow,evermore Act,"Wreck my plans, that's my man",38
willow,evermore Act,"The more that you say, the less I know",39
willow,evermore Act,"Wherever you stray, I follow",40
willow,evermore Act,I'm begging for you to take my hand,41
willow,evermore Act,"Wreck my plans, that's my man",42
willow,evermore Act,You know that my train could take you home,43
willow,evermore Act,Anywhere else is hollow,44
willow,evermore Act,I'm begging for you to take my hand,45
willow,evermore Act,"Wreck my plans, that's my man",46
willow,evermore Act,"Hey, that's my man",47
willow,evermore Act,That's my man,48
willow,evermore Act,"Yeah, that's my man",49
willow,evermore Act,Every bait-and-switch was a work of art,50
willow,evermore Act,That's my man,51
willow,evermore Act,"Hey, that's my man",52
willow,evermore Act,I'm begging for you to take my hand,53
willow,evermore Act,"Wreck my plans, that's my man108Embed",54
marjorie,evermore Act,Never be so kind,0
marjorie,evermore Act,You forget to be clever,1
marjorie,evermore Act,Never be so clever,2
marjorie,evermore Act,You forget to be kind,3
marjorie,evermore Act,And if I didn't know better,4
marjorie,evermore Act,I'd think you were talking to me now,5
marjorie,evermore Act,If I didn't know better,6
marjorie,evermore Act,I'd think you were still around,7
marjorie,evermore Act,What died didn't stay dead,8
marjorie,evermore Act,What died didn't stay dead,9
marjorie,evermore Act,"You're alive, you're alive in my head",10
marjorie,evermore Act,What died didn't stay dead,11
marjorie,evermore Act,What died didn't stay dead,12
marjorie,evermore Act,"You're alive, so alive",13
marjorie,evermore Act,Never be so politе,14
marjorie,evermore Act,You forget your power,15
marjorie,evermore Act,Nevеr wield such power,16
marjorie,evermore Act,You forget to be polite,17
marjorie,evermore Act,And if I didn't know better,18
marjorie,evermore Act,I'd think you were listening to me now,19
marjorie,evermore Act,If I didn't know better,20
marjorie,evermore Act,I'd think you were still around,21
marjorie,evermore Act,What died didn't stay dead,22
marjorie,evermore Act,What died didn't stay dead,23
marjorie,evermore Act,"You're alive, you're alive in my head",24
marjorie,evermore Act,What died didn't stay dead,25
marjorie,evermore Act,What died didn't stay dead,26
marjorie,evermore Act,"You're alive, so alive",27
marjorie,evermore Act,The autumn chill that wakes me up,28
marjorie,evermore Act,You loved the amber skies so much,29
marjorie,evermore Act,Long limbs and frozen swims,30
marjorie,evermore Act,You'd always go past where our feet could touch,31
marjorie,evermore Act,And I complained the whole way there,32
marjorie,evermore Act,The car ride back and up the stairs,33
marjorie,evermore Act,I should've asked you questions,34
marjorie,evermore Act,I should've asked you how to be,35
marjorie,evermore Act,Asked you to write it down for me,36
marjorie,evermore Act,Should've kept every grocery store receipt,37
marjorie,evermore Act,'Cause every scrap of you would be taken from me,38
marjorie,evermore Act,Watched as you signed your name Marjorie,39
marjorie,evermore Act,All your closets of backlogged dreams,40
marjorie,evermore Act,And how you left them all to me,41
marjorie,evermore Act,What died didn't stay dead,42
marjorie,evermore Act,What died didn't stay dead,43
marjorie,evermore Act,"You're alive, you're alive in my head",44
marjorie,evermore Act,What died didn't stay dead,45
marjorie,evermore Act,What died didn't stay dead,46
marjorie,evermore Act,"You're alive, so alive",47
marjorie,evermore Act,And if I didn't know better,48
marjorie,evermore Act,I'd think you were singing to me now,49
marjorie,evermore Act,If I didn't know better,50
marjorie,evermore Act,I'd think you were still around,51
marjorie,evermore Act,I know better,52
marjorie,evermore Act,But I still feel you all around,53
marjorie,evermore Act,I know better,54
marjorie,evermore Act,But you're still around46Embed,55
champagne problems,evermore Act,You booked the night train for a reason,0
champagne problems,evermore Act,So you could sit there in this hurt,1
champagne problems,evermore Act,Bustling crowds or silent sleepers,2
champagne problems,evermore Act,You're not sure which is worse,3
champagne problems,evermore Act,Because I dropped your hand while dancing,4
champagne problems,evermore Act,Left you out there standing,5
champagne problems,evermore Act,Crestfallen on the landing,6
champagne problems,evermore Act,Champagne problems,7
champagne problems,evermore Act,Your mom's ring in your pocket,8
champagne problems,evermore Act,My picture in your wallet,9
champagne problems,evermore Act,"Your heart was glass, I dropped it",10
champagne problems,evermore Act,Champagne problems,11
champagne problems,evermore Act,You told your family for a reason,12
champagne problems,evermore Act,You couldn't keep it in,13
champagne problems,evermore Act,Your sister splashed out on the bottle,14
champagne problems,evermore Act,Now no one's celebrating,15
champagne problems,evermore Act,"Dom Pérignon, you brought it",16
champagne problems,evermore Act,No crowd of friends applauded,17
champagne problems,evermore Act,Your hometown skeptics called it,18
champagne problems,evermore Act,Champagne problems,19
champagne problems,evermore Act,"You had a speech, you're speechless",20
champagne problems,evermore Act,Love slipped beyond your reaches,21
champagne problems,evermore Act,And I couldn't give a reason,22
champagne problems,evermore Act,Champagne problems,23
champagne problems,evermore Act,Your Midas touch on the Chevy door,24
champagne problems,evermore Act,November flush and your flannel cure,25
champagne problems,evermore Act,This dorm was once a madhouse,26
champagne problems,evermore Act,"I made a joke, Well, it's made for me",27
champagne problems,evermore Act,"How evergreen, our group of friends",28
champagne problems,evermore Act,Don't think we'll say that word again,29
champagne problems,evermore Act,And soon they'll have the nerve to deck the halls,30
champagne problems,evermore Act,That we once walked through,31
champagne problems,evermore Act,"One for the money, two for the show",32
champagne problems,evermore Act,I never was ready so I watch you go,33
champagne problems,evermore Act,Sometimes you just don't know the answer,34
champagne problems,evermore Act,'Til someone's on their knees and asks you,35
champagne problems,evermore Act,She would've made such a lovely bride,36
champagne problems,evermore Act,"What a shame she's fucked in the head, they said",37
champagne problems,evermore Act,But you'll find the real thing instead,38
champagne problems,evermore Act,She'll patch up your tapestry that I shred,39
champagne problems,evermore Act,And hold your hand while dancing,40
champagne problems,evermore Act,Never leave you standing,41
champagne problems,evermore Act,Crestfallen on the landing,42
champagne problems,evermore Act,With champagne problems,43
champagne problems,evermore Act,Your mom's ring in your pocket,44
champagne problems,evermore Act,Her picture in your wallet,45
champagne problems,evermore Act,You won't remember all my,46
champagne problems,evermore Act,Champagne problems,47
champagne problems,evermore Act,You won't remember all my,48
champagne problems,evermore Act,Champagne problems113Embed,49
tolerate it,evermore Act,I sit and watch you reading with your head low,0
tolerate it,evermore Act,I wake and watch you breathing with your eyes closed,1
tolerate it,evermore Act,I sit and watch you,2
tolerate it,evermore Act,I notice everything you do or don't do,3
tolerate it,evermore Act,"You're so much older and wiser, and I",4
tolerate it,evermore Act,I wait by the door like I'm just a kid,5
tolerate it,evermore Act,Use my best colors for your portrait,6
tolerate it,evermore Act,Lay the table with the fancy shit,7
tolerate it,evermore Act,And watch you tolerate it,8
tolerate it,evermore Act,"If it's all in my head, tell me now",9
tolerate it,evermore Act,Tell me I've got it wrong somehow,10
tolerate it,evermore Act,I know my love should be celebrated,11
tolerate it,evermore Act,But you tolerate it,12
tolerate it,evermore Act,I greet you with a battle hero's welcome,13
tolerate it,evermore Act,I take your indiscretions all in good fun,14
tolerate it,evermore Act,"I sit and listеn, I polish plates until they gleam and glistеn",15
tolerate it,evermore Act,You're so much older and wiser and I,16
tolerate it,evermore Act,I wait by the door like I'm just a kid,17
tolerate it,evermore Act,Use my best colors for your portrait,18
tolerate it,evermore Act,Lay the table with the fancy shit,19
tolerate it,evermore Act,And watch you tolerate it,20
tolerate it,evermore Act,"If it's all in my head, tell me now",21
tolerate it,evermore Act,Tell me I've got it wrong somehow,22
tolerate it,evermore Act,I know my love should be celebrated,23
tolerate it,evermore Act,But you tolerate it,24
tolerate it,evermore Act,"While you were out building other worlds, where was I?",25
tolerate it,evermore Act,Where's that man who'd throw blankets over my barbed wire?,26
tolerate it,evermore Act,"I made you my temple, my mural, my sky",27
tolerate it,evermore Act,Now I'm begging for footnotes in the story of your life,28
tolerate it,evermore Act,Drawing hearts in the byline,29
tolerate it,evermore Act,Always taking up too much space or time,30
tolerate it,evermore Act,"You assume I'm fine, but what would you do if I",31
tolerate it,evermore Act,Break free and leave us in ruins,32
tolerate it,evermore Act,Took this dagger in me and removed it,33
tolerate it,evermore Act,"Gain the weight of you, then lose it",34
tolerate it,evermore Act,"Believe me, I could do it",35
tolerate it,evermore Act,"If it's all in my head, tell me now",36
tolerate it,evermore Act,Tell me I've got it wrong somehow,37
tolerate it,evermore Act,I know my love should be celebrated,38
tolerate it,evermore Act,But you tolerate it,39
tolerate it,evermore Act,I sit and watch you81Embed,40
...Ready For It?,reputation Act,Knew he was a killer first time that I saw him,0
...Ready For It?,reputation Act,Wondered how many girls he had loved and left haunted,1
...Ready For It?,reputation Act,"But if he's a ghost, then I can be a phantom",2
...Ready For It?,reputation Act,"Holdin' him for ransom, some",3
...Ready For It?,reputation Act,"Some boys are tryin' too hard, he don't try at all, though",4
...Ready For It?,reputation Act,"Younger than my exes, but he act like such a man, so",5
...Ready For It?,reputation Act,"I see nothing better, I keep him forever",6
...Ready For It?,reputation Act,Like a vendetta-ta,7
...Ready For It?,reputation Act,"I, I, I see how this is gon' go",8
...Ready For It?,reputation Act,Touch me and you'll never be alone,9
...Ready For It?,reputation Act,I-Island breeze and lights down low,10
...Ready For It?,reputation Act,No one has to know,11
...Ready For It?,reputation Act,"In the middle of the night, in my dreams",12
...Ready For It?,reputation Act,"You should see the things we do, baby, mmm",13
...Ready For It?,reputation Act,"In the middle of the night, in my dreams",14
...Ready For It?,reputation Act,"I know I'm gonna be with you, so I take my time",15
...Ready For It?,reputation Act,Are you ready for it?,16
...Ready For It?,reputation Act,Knew I was a robber first time that he saw me,17
...Ready For It?,reputation Act,Stealing hearts and running off and never sayin' sorry,18
...Ready For It?,reputation Act,"But if I'm a thief, then he can join the heist, and",19
...Ready For It?,reputation Act,"We'll move to an island, and",20
...Ready For It?,reputation Act,"And he can be my jailer, Burton to this Taylor",21
...Ready For It?,reputation Act,Every love I've known in comparison is a failure,22
...Ready For It?,reputation Act,"I forget their names now, I'm so very tame now",23
...Ready For It?,reputation Act,"Never be the same now, now",24
...Ready For It?,reputation Act,"I, I, I see how this is gon' go",25
...Ready For It?,reputation Act,Touch me and you'll never be alone,26
...Ready For It?,reputation Act,I-Island breeze and lights down low,27
...Ready For It?,reputation Act,No one has to know (No one has to know),28
...Ready For It?,reputation Act,"In the middle of the night, in my dreams",29
...Ready For It?,reputation Act,"You should see the things we do, baby, mmm",30
...Ready For It?,reputation Act,In the middle of the night in my dreams,31
...Ready For It?,reputation Act,"I know I'm gonna be with you, so I take my time",32
...Ready For It?,reputation Act,Are you ready for it?,33
...Ready For It?,reputation Act,"Oh, are you ready for it?",34
...Ready For It?,reputation Act,"Baby, let the games begin",35
...Ready For It?,reputation Act,Let the games begin,36
...Ready For It?,reputation Act,Let the games begin,37
...Ready For It?,reputation Act,"Baby, let the games begin",38
...Ready For It?,reputation Act,Let the games begin,39
...Ready For It?,reputation Act,Let the games begin,40
...Ready For It?,reputation Act,"I, I, I see how this is gon' go",41
...Ready For It?,reputation Act,Touch me and you'll never be alone,42
...Ready For It?,reputation Act,I-Island breeze and lights down low,43
...Ready For It?,reputation Act,No one has to know,44
...Ready For It?,reputation Act,"In the middle of the night (Night), in my dreams (My dreams)",45
...Ready For It?,reputation Act,"You should see the things we do (We do), baby (Baby), mmm (Eh)",46
...Ready For It?,reputation Act,"In the middle of the night, in my dreams (My dreams)",47
...Ready For It?,reputation Act,"I know I'm gonna be with you (I know I'm gonna be with you), so I take my time",48
...Ready For It?,reputation Act,In the middle of the night,49
...Ready For It?,reputation Act,"Baby, let the games begin",50
...Ready For It?,reputation Act,Let the games begin,51
...Ready For It?,reputation Act,Let the games begin,52
...Ready For It?,reputation Act,Are you ready for it?,53
...Ready For It?,reputation Act,"Baby, let the games begin",54
...Ready For It?,reputation Act,Let the games begin,55
...Ready For It?,reputation Act,Let the games begin,56
...Ready For It?,reputation Act,Are you ready for it?158Embed,57
Delicate,reputation Act,This ain't for the best,0
Delicate,reputation Act,"My reputation's never been worse, so",1
Delicate,reputation Act,You must like me for me,2
Delicate,reputation Act,We can't make,3
Delicate,reputation Act,"Any promises now, can we, babe?",4
Delicate,reputation Act,But you can make me a drink,5
Delicate,reputation Act,"Dive bar on the East Side, where you at?",6
Delicate,reputation Act,Phone lights up my nightstand in the black,7
Delicate,reputation Act,"Come here, you can meet me in the back",8
Delicate,reputation Act,"Dark jeans and your Nikes, look at you",9
Delicate,reputation Act,"Oh, damn, never seen that color blue",10
Delicate,reputation Act,Just think of the fun things we could do,11
Delicate,reputation Act,('Cause I like you) This ain't for the best,12
Delicate,reputation Act,"My reputation's never been worse, so",13
Delicate,reputation Act,You must like me for me,14
Delicate,reputation Act,"(Yeah, I want you) We can't make",15
Delicate,reputation Act,"Any promises now, can we, babe?",16
Delicate,reputation Act,But you can make me a drink,17
Delicate,reputation Act,Is it cool that I said all that?,18
Delicate,reputation Act,Is it chill that you're in my head?,19
Delicate,reputation Act,'Cause I know that it's delicate (Delicate),20
Delicate,reputation Act,Is it cool that I said all that?,21
Delicate,reputation Act,Is it too soon to do this yet?,22
Delicate,reputation Act,'Cause I know that it's delicate,23
Delicate,reputation Act,Isn't it? Isn't it? Isn't it?,24
Delicate,reputation Act,Isn't it?,25
Delicate,reputation Act,Isn't it? Isn't it? Isn't it?,26
Delicate,reputation Act,Isn't it delicate?,27
Delicate,reputation Act,"Third floor on the West Side, me and you",28
Delicate,reputation Act,"Handsome, you're a mansion with a view",29
Delicate,reputation Act,Do the girls back home touch you like I do?,30
Delicate,reputation Act,Long night with your hands up in my hair,31
Delicate,reputation Act,Echoes of your footsteps on the stairs,32
Delicate,reputation Act,"Stay here, honey, I don't wanna share",33
Delicate,reputation Act,('Cause I like you) This ain't for the best,34
Delicate,reputation Act,"My reputation's never been worse, so",35
Delicate,reputation Act,You must like me for me,36
Delicate,reputation Act,"(Yeah, I want you) We can't make",37
Delicate,reputation Act,"Any promises now, can we, babe?",38
Delicate,reputation Act,But you can make me a drink,39
Delicate,reputation Act,Is it cool that I said all that?,40
Delicate,reputation Act,Is it chill that you're in my head?,41
Delicate,reputation Act,'Cause I know that it's delicate (Delicate),42
Delicate,reputation Act,Is it cool that I said all that?,43
Delicate,reputation Act,Is it too soon to do this yet?,44
Delicate,reputation Act,'Cause I know that it's delicate,45
Delicate,reputation Act,Isn't it? Isn't it? Isn't it?,46
Delicate,reputation Act,Isn't it?,47
Delicate,reputation Act,Isn't it? Isn't it? Isn't it?,48
Delicate,reputation Act,Isn't it delicate?,49
Delicate,reputation Act,"Sometimes, I wonder, when you sleep",50
Delicate,reputation Act,Are you ever dreaming of me?,51
Delicate,reputation Act,"Sometimes, when I look into your eyes",52
Delicate,reputation Act,I pretend you're mine all the damn time,53
Delicate,reputation Act,('Cause I like you),54
Delicate,reputation Act,Is it cool that I said all that?,55
Delicate,reputation Act,Is it chill that you're in my head?,56
Delicate,reputation Act,'Cause I know that it's delicate (Delicate),57
Delicate,reputation Act,"(Yeah, I want you)",58
Delicate,reputation Act,Is it cool that I said all that?,59
Delicate,reputation Act,Is it too soon to do this yet?,60
Delicate,reputation Act,'Cause I know that it's delicate (Delicate),61
Delicate,reputation Act,('Cause I like you),62
Delicate,reputation Act,Is it cool that I said all that? (Isn't it?),63
Delicate,reputation Act,Is it chill that you're in my head? (Isn't it? Isn't it?),64
Delicate,reputation Act,'Cause I know that it's delicate (Isn't it delicate?),65
Delicate,reputation Act,"(Yeah, I want you)",66
Delicate,reputation Act,Is it cool that I said all that? (Isn't it?),67
Delicate,reputation Act,Is it too soon to do this yet? (Isn't it? Isn't it?),68
Delicate,reputation Act,'Cause I know that it's delicate,69
Delicate,reputation Act,Isn't it delicate?111Embed,70
Don't Blame Me,reputation Act,"Don't blame me, love made me crazy",0
Don't Blame Me,reputation Act,"If it doesn't, you ain't doin' it right",1
Don't Blame Me,reputation Act,"Lord, save me, my drug is my baby",2
Don't Blame Me,reputation Act,I'll be usin' for the rest of my life,3
Don't Blame Me,reputation Act,I've been breakin' hearts a long time,4
Don't Blame Me,reputation Act,And toyin' with them older guys,5
Don't Blame Me,reputation Act,Just playthings for me to use,6
Don't Blame Me,reputation Act,Something happened for the first time,7
Don't Blame Me,reputation Act,In the darkest little paradise,8
Don't Blame Me,reputation Act,"Shaking, pacin', I just need you",9
Don't Blame Me,reputation Act,"For you, I would cross the line",10
Don't Blame Me,reputation Act,I would waste my time,11
Don't Blame Me,reputation Act,I would lose my mind,12
Don't Blame Me,reputation Act,"They say, She's gone too far this time",13
Don't Blame Me,reputation Act,"Don't blame me, love made me crazy",14
Don't Blame Me,reputation Act,"If it doesn't, you ain't doin' it right",15
Don't Blame Me,reputation Act,"Lord, save me, my drug is my baby",16
Don't Blame Me,reputation Act,I'll be usin' for the rest of my life,17
Don't Blame Me,reputation Act,"Don't blame me, love made me crazy",18
Don't Blame Me,reputation Act,"If it doesn't, you ain't doin' it right",19
Don't Blame Me,reputation Act,"Oh, Lord, save me, my drug is my baby",20
Don't Blame Me,reputation Act,I'll be usin' for the rest of my life,21
Don't Blame Me,reputation Act,My name is whatever you decide,22
Don't Blame Me,reputation Act,And I'm just gonna call you mine,23
Don't Blame Me,reputation Act,"I'm insane, but I'm your baby (Your baby)",24
Don't Blame Me,reputation Act,Echoes (Echoes) of your name inside my mind,25
Don't Blame Me,reputation Act,Halo hiding my obsession,26
Don't Blame Me,reputation Act,"I once was poison ivy, but now, I'm your daisy",27
Don't Blame Me,reputation Act,"And, baby, for you",28
Don't Blame Me,reputation Act,I would (I would) fall from grace,29
Don't Blame Me,reputation Act,Just to (Just to) touch your face,30
Don't Blame Me,reputation Act,"If you (If you) walk away, I'd beg you on my knees to stay",31
Don't Blame Me,reputation Act,"Don't blame me, love made me crazy",32
Don't Blame Me,reputation Act,"If it doesn't, you ain't doin' it right",33
Don't Blame Me,reputation Act,"Lord, save me, my drug is my baby",34
Don't Blame Me,reputation Act,"I'll be usin' for the rest of my life (Yeah, ooh)",35
Don't Blame Me,reputation Act,"Don't blame me, love made me crazy",36
Don't Blame Me,reputation Act,"If it doesn't, you ain't doin' it right (Doin' it right)",37
Don't Blame Me,reputation Act,"Oh, Lord, save me, my drug is my baby",38
Don't Blame Me,reputation Act,I'll be usin' for the rest of my life,39
Don't Blame Me,reputation Act,"I get so high, oh",40
Don't Blame Me,reputation Act,"Every time you're, every time you're lovin' me",41
Don't Blame Me,reputation Act,You're lovin' me,42
Don't Blame Me,reputation Act,"Trip of my life, oh",43
Don't Blame Me,reputation Act,"Every time you're, every time you're touchin' me",44
Don't Blame Me,reputation Act,You're touchin' me,45
Don't Blame Me,reputation Act,"Every time you're, every time you're lovin' me",46
Don't Blame Me,reputation Act,"Oh, Lord, save me, my drug is my baby",47
Don't Blame Me,reputation Act,I'll be usin' for the rest of my life,48
Don't Blame Me,reputation Act,"(Usin' for the rest of my life, oh-woah-oh-oh)",49
Don't Blame Me,reputation Act,"Don't blame me, love made me crazy",50
Don't Blame Me,reputation Act,"If it doesn't, you ain't doin' it right (Doin' it right, no)",51
Don't Blame Me,reputation Act,"Lord, save me, my drug is my baby",52
Don't Blame Me,reputation Act,"I'll be usin' for the rest of my life, oh-oh",53
Don't Blame Me,reputation Act,"Don't blame me, love made me crazy (Oh-oh-oh)",54
Don't Blame Me,reputation Act,"If it doesn't, you ain't doin' it right (You ain't doin' it right)",55
Don't Blame Me,reputation Act,"Oh, Lord, save me, my drug is my baby",56
Don't Blame Me,reputation Act,"I'll be usin' for the rest of my life (I'll be usin', I'll be usin')",57
Don't Blame Me,reputation Act,"I get so high, oh",58
Don't Blame Me,reputation Act,"Every time you're, every time you're lovin' me",59
Don't Blame Me,reputation Act,You're lovin' me,60
Don't Blame Me,reputation Act,"Oh, Lord, save me, my drug is my baby",61
Don't Blame Me,reputation Act,I'll be usin' for the rest of my life97Embed,62
Look What You Made Me Do,reputation Act,I don't like your little games,0
Look What You Made Me Do,reputation Act,Don't like your tilted stage,1
Look What You Made Me Do,reputation Act,The role you made me play,2
Look What You Made Me Do,reputation Act,"Of the fool, no, I don't like you",3
Look What You Made Me Do,reputation Act,I don't like your perfect crime,4
Look What You Made Me Do,reputation Act,How you laugh when you lie,5
Look What You Made Me Do,reputation Act,You said the gun was mine,6
Look What You Made Me Do,reputation Act,"Isn't cool, no, I don't like you (Oh)",7
Look What You Made Me Do,reputation Act,"But I got smarter, I got harder in the nick of time",8
Look What You Made Me Do,reputation Act,"Honey, I rose up from the dead, I do it all the time",9
Look What You Made Me Do,reputation Act,"I've got a list of names and yours is in red, underlined",10
Look What You Made Me Do,reputation Act,"I check it once, then I check it twice, oh!",11
Look What You Made Me Do,reputation Act,"Ooh, look what you made me do",12
Look What You Made Me Do,reputation Act,Look what you made me do,13
Look What You Made Me Do,reputation Act,Look what you just made me do,14
Look What You Made Me Do,reputation Act,Look what you just made me,15
Look What You Made Me Do,reputation Act,"Ooh, look what you made me do",16
Look What You Made Me Do,reputation Act,Look what you made me do,17
Look What You Made Me Do,reputation Act,Look what you just made me do,18
Look What You Made Me Do,reputation Act,Look what you just made me do,19
Look What You Made Me Do,reputation Act,I don't like your kingdom keys,20
Look What You Made Me Do,reputation Act,They once belonged to me,21
Look What You Made Me Do,reputation Act,You asked me for a place to sleep,22
Look What You Made Me Do,reputation Act,Locked me out and threw a feast (What?),23
Look What You Made Me Do,reputation Act,"The world moves on, another day, another drama, drama",24
Look What You Made Me Do,reputation Act,"But not for me, not for me, all I think about is karma",25
Look What You Made Me Do,reputation Act,"And then the world moves on, but one thing's for sure",26
Look What You Made Me Do,reputation Act,"Maybe I got mine, but you'll all get yours",27
Look What You Made Me Do,reputation Act,"But I got smarter, I got harder in the nick of time",28
Look What You Made Me Do,reputation Act,"Honey, I rose up from the dead, I do it all the time",29
Look What You Made Me Do,reputation Act,"I've got a list of names and yours is in red, underlined",30
Look What You Made Me Do,reputation Act,"I check it once, then I check it twice, oh!",31
Look What You Made Me Do,reputation Act,"Ooh, look what you made me do",32
Look What You Made Me Do,reputation Act,Look what you made me do,33
Look What You Made Me Do,reputation Act,Look what you just made me do,34
Look What You Made Me Do,reputation Act,Look what you just made me,35
Look What You Made Me Do,reputation Act,"Ooh, look what you made me do",36
Look What You Made Me Do,reputation Act,Look what you made me do,37
Look What You Made Me Do,reputation Act,Look what you just made me do,38
Look What You Made Me Do,reputation Act,Look what you just made me do,39
Look What You Made Me Do,reputation Act,I don't trust nobody and nobody trusts me,40
Look What You Made Me Do,reputation Act,I'll be the actress starring in your bad dreams,41
Look What You Made Me Do,reputation Act,I don't trust nobody and nobody trusts me,42
Look What You Made Me Do,reputation Act,I'll be the actress starring in your bad dreams,43
Look What You Made Me Do,reputation Act,I don't trust nobody and nobody trusts me,44
Look What You Made Me Do,reputation Act,I'll be the actress starring in your bad dreams,45
Look What You Made Me Do,reputation Act,I don't trust nobody and nobody trusts me,46
Look What You Made Me Do,reputation Act,I'll be the actress starring in your bad dreams,47
Look What You Made Me Do,reputation Act,"(Ooh, look what you made me do",48
Look What You Made Me Do,reputation Act,Look what you made me do,49
Look What You Made Me Do,reputation Act,Look what you just made me do,50
Look What You Made Me Do,reputation Act,Look what you just made me,51
Look What You Made Me Do,reputation Act,"Ooh, look what you made me do",52
Look What You Made Me Do,reputation Act,Look what you made me do,53
Look What You Made Me Do,reputation Act,Look what you just made me),54
Look What You Made Me Do,reputation Act,"I'm sorry, the old Taylor can't come to the phone right now",55
Look What You Made Me Do,reputation Act,"Why? Oh, 'cause she's dead! (Oh)",56
Look What You Made Me Do,reputation Act,"Ooh, look what you made me do",57
Look What You Made Me Do,reputation Act,Look what you made me do,58
Look What You Made Me Do,reputation Act,Look what you just made me do,59
Look What You Made Me Do,reputation Act,Look what you just made me,60
Look What You Made Me Do,reputation Act,"Ooh, look what you made me do",61
Look What You Made Me Do,reputation Act,Look what you made me do,62
Look What You Made Me Do,reputation Act,Look what you just made me do,63
Look What You Made Me Do,reputation Act,Look what you just made me do,64
Look What You Made Me Do,reputation Act,"Ooh, look what you made me do",65
Look What You Made Me Do,reputation Act,Look what you made me do,66
Look What You Made Me Do,reputation Act,Look what you just made me do,67
Look What You Made Me Do,reputation Act,Look what you just made me,68
Look What You Made Me Do,reputation Act,"Ooh, look what you made me do",69
Look What You Made Me Do,reputation Act,Look what you made me do,70
Look What You Made Me Do,reputation Act,Look what you just made me do,71
Look What You Made Me Do,reputation Act,Look what you just made me do237Embed,72
Enchanted,Speak Now Act,There I was again tonight,0
Enchanted,Speak Now Act,"Forcing laughter, faking smiles",1
Enchanted,Speak Now Act,"Same old tired, lonely place",2
